Date;Average temperature (°F);Average humidity (%);Average dewpoint (°F);Average barometer (in);Average windspeed (mph);Average gustspeed (mph);Average direction (°deg);Rainfall for month (in);Rainfall for year (in);Maximum rain per minute;Maximum temperature (°F);Minimum temperature (°F);Maximum humidity (%);Minimum humidity (%);Maximum pressure;Minimum pressure;Maximum windspeed (mph);Maximum gust speed (mph);Maximum heat index (°F);Date1;Month;diff_pressure
8/06/2012;666;390;314;295;56;85;2300;26;24;0;832;455;890;70;29753;29279;173;322;805;8/06/2012;6;4,74E+15
9/06/2012;734;110;155;292;112;165;2410;26;24;0;836;640;150;70;29338;29083;253;357;808;9/06/2012;6;2,55E+16
10/06/2012;594;160;115;295;114;165;2350;26;24;0;688;489;330;80;29857;29085;276;368;717;10/06/2012;6;7,72E+15
11/06/2012;568;220;175;299;51;81;2040;26;24;0;684;404;670;110;29991;29783;150;242;739;11/06/2012;6;2,08E+15
12/06/2012;586;280;192;299;39;63;2530;26;24;0;753;337;800;90;30034;29661;173;253;748;12/06/2012;6;3,73E+16
13/06/2012;636;220;171;296;47;71;2350;26;24;0;824;360;710;70;29845;29374;207;276;799;13/06/2012;6;4,71E+15
14/06/2012;610;300;278;296;35;58;820;26;24;0;777;399;700;160;29784;29493;173;253;773;14/06/2012;6;2,91E+16
15/06/2012;620;430;373;297;33;54;210;27;241;0;785;468;840;180;29779;29523;196;265;790;15/06/2012;6;2,56E+15
16/06/2012;588;510;402;298;29;49;510;27;241;0;720;413;850;270;29941;29719;173;265;792;16/06/2012;6;2,22E+16
17/06/2012;680;290;239;296;97;147;2490;27;241;0;836;396;790;70;29863;29279;265;426;808;17/06/2012;6;5,84E+15
18/06/2012;743;130;179;293;78;114;2340;27;241;0;853;532;480;70;29413;29179;219;322;821;18/06/2012;6;2,34E+16
19/06/2012;745;130;194;292;88;135;2390;27;241;0;855;618;320;70;29355;29185;219;299;824;19/06/2012;6;1,7E+15
20/06/2012;579;440;354;297;45;73;690;27;241;0;663;449;680;190;29981;29331;184;219;791;20/06/2012;6;6,5E+15
21/06/2012;629;380;354;298;29;50;770;27;241;0;779;454;580;210;30066;29649;161;196;790;21/06/2012;6;4,17E+16
22/06/2012;702;280;231;295;65;97;2370;27;241;0;890;415;830;50;29741;29261;253;345;852;22/06/2012;6;4,8E+15
23/06/2012;763;120;177;294;74;109;2420;27;241;0;908;544;400;60;29554;29254;276;357;867;23/06/2012;6;3E+16
24/06/2012;753;170;258;296;37;59;2360;27;241;0;903;583;520;90;29683;29517;161;219;861;24/06/2012;6;1,66E+16
25/06/2012;730;260;316;296;36;59;2230;27;241;0;906;479;800;90;29776;29387;276;403;864;25/06/2012;6;3,89E+16
26/06/2012;749;220;318;294;74;109;2380;27;241;0;880;533;540;130;2956;29286;230;345;843;26/06/2012;6;2,74E+16
27/06/2012;714;380;407;295;70;106;2420;38;252;0;860;547;820;160;29707;29333;230;299;827;27/06/2012;6;3,74E+16
28/06/2012;636;580;451;298;35;55;2210;44;258;0;872;465;930;150;29968;29664;173;276;836;28/06/2012;6;3,04E+15
29/06/2012;705;320;357;297;52;80;2550;44;258;0;866;502;800;110;29884;29563;219;334;831;29/06/2012;6;3,21E+15
30/06/2012;686;300;322;297;39;59;2420;44;258;0;851;452;800;90;29834;29538;219;276;819;30/06/2012;6;2,96E+15
1/07/2012;704;310;319;296;31;51;1020;0;258;0;918;465;810;60;29752;29458;184;265;874;1/07/2012;7;2,94E+15
2/07/2012;664;470;417;296;36;55;3190;7;265;0;865;474;900;120;29755;29509;150;219;830;2/07/2012;7;2,46E+16
3/07/2012;654;570;462;296;20;36;3070;8;266;0;876;483;930;170;29776;29514;104;161;841;3/07/2012;7;2,62E+16
4/07/2012;709;340;372;296;35;57;610;8;266;0;867;528;740;110;29649;29473;173;242;832;4/07/2012;7;1,76E+16
5/07/2012;672;520;481;296;40;63;2440;8;266;0;836;566;830;280;29667;29486;161;265;818;5/07/2012;7;1,81E+16
6/07/2012;630;630;478;298;36;57;2240;133;391;0;786;542;930;290;30014;29514;150;196;791;6/07/2012;7;5
7/07/2012;572;880;537;300;15;26;170;30;558;0;647;538;940;690;3006;29904;104;138;722;7/07/2012;7;1,56E+15
8/07/2012;588;840;538;300;19;33;660;33;588;0;654;547;940;610;30052;29953;104;127;749;8/07/2012;7;9,9E+14
9/07/2012;604;750;517;300;23;41;730;331;589;0;706;508;940;530;30065;2995;115;161;777;9/07/2012;7;1,15E+16
10/07/2012;617;680;502;299;19;37;780;331;589;0;730;474;940;440;30039;29818;138;173;786;10/07/2012;7;2,21E+16
11/07/2012;635;580;458;299;30;49;390;332;59;0;792;465;940;250;29935;29744;184;253;785;11/07/2012;7;1,91E+16
12/07/2012;662;500;438;298;28;46;70;332;59;0;834;477;930;150;2986;29711;173;253;808;12/07/2012;7;1,49E+15
13/07/2012;667;460;408;298;25;44;950;332;59;0;818;464;920;170;29923;2973;115;184;798;13/07/2012;7;1,93E+16
14/07/2012;655;460;416;298;38;64;2390;332;59;0;803;464;910;200;29893;29646;161;253;789;14/07/2012;7;2,47E+15
15/07/2012;680;440;440;297;61;93;2410;35;608;0;814;528;870;230;29825;29553;207;288;799;15/07/2012;7;2,72E+16
16/07/2012;645;530;451;297;44;67;2340;354;612;0;799;498;900;250;29799;29527;184;253;795;16/07/2012;7;2,72E+16
17/07/2012;668;460;444;297;51;78;2430;354;612;0;781;539;850;270;29756;29578;161;242;790;17/07/2012;7;1,78E+16
18/07/2012;664;480;418;298;21;36;1450;354;612;0;838;460;940;140;29872;297;184;253;813;18/07/2012;7;1,72E+15
19/07/2012;648;550;462;298;15;26;2630;369;627;0;855;464;920;160;29959;29737;104;184;826;19/07/2012;7;2,22E+15
20/07/2012;690;460;433;298;29;48;2450;369;627;0;840;476;930;190;29979;29701;138;196;817;20/07/2012;7;2,78E+15
21/07/2012;681;470;454;298;27;45;3080;371;629;0;859;479;900;220;29938;29666;173;253;832;21/07/2012;7;2,72E+16
22/07/2012;645;560;467;299;32;52;2920;379;637;0;827;488;900;260;30008;29728;150;276;811;22/07/2012;7;2,8E+15
23/07/2012;668;550;464;298;41;62;2060;382;64;0;824;510;950;190;29948;29654;253;345;806;23/07/2012;7;2,94E+15
24/07/2012;653;550;460;297;38;60;2340;398;656;0;824;474;900;250;2981;29559;207;265;806;24/07/2012;7;2,51E+16
25/07/2012;642;570;472;297;66;98;2370;406;664;0;790;545;890;250;2981;29564;230;345;790;25/07/2012;7;2,46E+16
26/07/2012;629;620;480;298;24;39;540;406;664;0;772;461;940;330;29924;29751;161;196;782;26/07/2012;7;1,73E+16
27/07/2012;630;600;466;299;25;43;2130;414;672;0;804;474;940;240;2995;2974;115;196;794;27/07/2012;7;2,1E+16
28/07/2012;655;550;480;298;45;70;2640;43;688;0;792;532;800;270;29926;29741;207;311;791;28/07/2012;7;1,85E+16
29/07/2012;621;700;508;299;26;42;2420;44;698;0;792;516;930;280;30001;2979;127;173;788;29/07/2012;7;2,11E+16
30/07/2012;602;730;505;299;22;37;3270;448;706;0;774;498;940;390;29997;29801;173;253;786;30/07/2012;7;1,96E+15
31/07/2012;665;530;450;298;33;55;2570;448;706;0;839;476;930;180;29972;29708;184;265;814;31/07/2012;7;2,64E+15
1/08/2012;679;450;445;297;62;93;2510;7;713;0;810;539;860;240;29786;29615;161;265;796;1/08/2012;8;1,71E+16
2/08/2012;677;420;427;297;38;63;2390;8;714;0;791;532;700;220;29791;29596;150;253;790;2/08/2012;8;1,95E+16
3/08/2012;696;290;341;296;70;107;2450;8;714;0;805;576;560;150;29696;29502;311;414;792;3/08/2012;8;1,94E+16
4/08/2012;594;570;431;299;37;60;710;8;714;0;703;485;770;360;30028;29661;138;196;791;4/08/2012;8;3,67E+16
5/08/2012;635;490;397;300;22;39;930;8;714;0;820;412;870;170;30114;29791;127;173;799;5/08/2012;8;3,23E+15
6/08/2012;676;430;417;299;59;87;2680;22;728;0;872;523;850;170;29965;29748;196;265;837;6/08/2012;8;2,17E+16
7/08/2012;649;530;448;299;28;45;110;23;729;0;807;507;910;230;2997;29836;161;196;794;7/08/2012;8;1,34E+16
8/08/2012;638;400;349;300;18;34;610;23;729;0;829;423;770;150;30109;29875;115;161;805;8/08/2012;8;2,34E+16
9/08/2012;641;440;397;299;24;37;230;23;729;0;830;433;730;180;30013;29723;138;196;809;9/08/2012;8;2,9E+15
10/08/2012;659;520;454;298;22;39;750;26;732;0;825;541;860;220;29883;29657;127;196;804;10/08/2012;8;2,26E+15
11/08/2012;673;400;408;297;54;85;2560;26;732;0;812;536;860;170;29912;2956;242;345;794;11/08/2012;8;3,52E+15
12/08/2012;607;470;379;299;21;39;840;26;732;0;754;416;800;250;30044;29881;138;196;791;12/08/2012;8;1,63E+16
13/08/2012;584;530;392;299;44;68;2570;26;732;0;751;426;780;240;29975;29757;184;265;791;13/08/2012;8;2,18E+16
14/08/2012;632;440;363;298;24;41;2580;26;732;0;822;423;830;130;29888;29597;127;196;799;14/08/2012;8;2,91E+16
15/08/2012;661;370;363;297;54;79;2410;26;732;0;828;505;760;140;2987;29546;161;311;802;15/08/2012;8;3,24E+15
16/08/2012;547;700;449;299;32;51;570;26;732;0;641;462;860;540;30012;29792;150;196;641;16/08/2012;8;2,2E+16
17/08/2012;586;600;404;299;29;47;130;29;735;0;828;389;930;130;30013;29741;184;242;803;17/08/2012;8;2,72E+14
18/08/2012;574;550;383;299;28;47;570;29;735;0;727;416;890;260;29997;29745;138;196;788;18/08/2012;8;2,52E+15
19/08/2012;571;460;328;299;29;49;850;29;735;0;751;350;840;210;30046;29817;138;207;780;19/08/2012;8;2,29E+15
20/08/2012;564;510;359;298;27;43;3150;29;735;0;735;415;790;200;29966;29796;265;380;790;20/08/2012;8;1,7E+15
21/08/2012;588;510;368;299;17;31;990;29;735;0;774;388;880;200;30077;29761;127;184;790;21/08/2012;8;3,16E+15
22/08/2012;612;480;392;298;44;68;2480;3;736;0;792;446;780;230;29853;29623;184;265;791;22/08/2012;8;2,3E+16
23/08/2012;587;760;501;297;17;29;2730;7;776;0;738;499;930;370;29793;29638;196;253;787;23/08/2012;8;1,55E+16
24/08/2012;600;610;427;297;29;45;3280;74;78;0;796;452;940;190;29808;29577;207;345;789;24/08/2012;8;2,31E+15
25/08/2012;622;410;368;297;35;59;970;74;78;0;733;485;740;260;2987;29548;138;184;790;25/08/2012;8;3,22E+16
26/08/2012;605;440;329;299;20;34;220;74;78;0;826;393;860;130;29995;29811;127;173;801;26/08/2012;8;1,84E+16
27/08/2012;630;430;376;299;35;52;2560;74;78;0;834;431;750;170;30054;2981;184;253;808;27/08/2012;8;2,44E+16
28/08/2012;628;550;444;299;29;45;3240;76;782;0;851;479;800;210;29994;29784;161;207;822;28/08/2012;8;2,1E+16
29/08/2012;670;440;410;298;52;78;2390;76;782;0;850;473;820;160;29942;29588;207;276;821;29/08/2012;8;3,54E+15
30/08/2012;628;500;426;297;36;56;2510;77;783;0;849;507;760;190;29893;29581;161;265;820;30/08/2012;8;3,12E+16
31/08/2012;644;450;381;298;23;42;1660;77;783;0;816;457;840;150;29919;29696;115;173;795;31/08/2012;8;2,23E+16
1/09/2012;655;430;397;297;40;62;2300;0;783;0;819;465;760;180;29885;29674;207;311;799;1/09/2012;9;2,11E+16
2/09/2012;676;360;376;297;60;87;2210;0;783;0;799;547;740;140;29798;29637;161;207;791;2/09/2012;9;1,61E+15
3/09/2012;604;440;357;298;52;78;2420;0;783;0;766;467;750;170;30015;2977;265;357;791;3/09/2012;9;2,45E+14
4/09/2012;615;340;247;299;41;70;2650;0;783;0;822;388;760;100;30022;29696;184;299;798;4/09/2012;9;3,26E+16
5/09/2012;598;250;203;298;30;51;2930;0;783;0;820;403;520;80;30004;29733;127;207;796;5/09/2012;9;2,71E+15
6/09/2012;594;300;236;298;38;61;2540;0;783;0;807;358;680;110;30029;29658;161;265;787;6/09/2012;9;3,71E+16
7/09/2012;511;720;415;300;27;44;550;11;794;0;609;403;920;270;30219;29687;138;184;609;7/09/2012;9;532
8/09/2012;520;570;333;302;20;35;450;12;795;0;735;324;930;160;30354;30044;127;173;771;8/09/2012;9;3,1E+15
9/09/2012;568;440;285;300;18;35;1440;12;795;0;785;335;890;110;30184;29783;92;161;772;9/09/2012;9;4,01E+15
10/09/2012;652;280;279;297;51;79;2410;12;795;0;816;412;700;140;29829;29523;173;219;794;10/09/2012;9;3,06E+16
11/09/2012;574;550;386;297;38;59;2400;5;833;0;732;461;920;240;29839;2963;173;253;790;11/09/2012;9;2,09E+16
12/09/2012;487;900;460;300;21;37;720;59;842;0;508;455;940;830;30215;29715;81;115;508;12/09/2012;9;5
13/09/2012;498;660;363;303;21;37;400;6;843;0;668;338;940;240;3041;30169;115;161;783;13/09/2012;9;2,41E+16
14/09/2012;503;550;309;303;16;32;1490;61;844;0;679;316;920;180;30463;30106;81;127;762;14/09/2012;9;3,57E+15
15/09/2012;551;420;250;300;23;40;2790;61;844;0;805;313;840;90;30258;29875;138;207;785;15/09/2012;9;3,83E+15
16/09/2012;565;290;202;299;27;46;2810;61;844;0;774;376;660;100;30032;2975;173;242;764;16/09/2012;9;2,82E+16
17/09/2012;492;650;374;299;34;53;500;61;844;0;586;365;890;310;30075;2975;161;196;586;17/09/2012;9;3,25E+15
18/09/2012;533;490;279;300;31;53;2510;62;845;0;756;307;920;120;30219;29812;127;184;756;18/09/2012;9;4,07E+16
19/09/2012;591;280;237;299;46;69;2170;62;845;0;725;413;580;140;300;29741;150;242;759;19/09/2012;9;2,59E+16
20/09/2012;531;420;267;300;21;37;720;62;845;0;728;331;810;150;30097;2989;138;184;759;20/09/2012;9;2,07E+16
21/09/2012;522;450;278;300;20;35;690;62;845;0;733;328;780;180;30162;29928;115;173;756;21/09/2012;9;2,34E+15
22/09/2012;525;460;283;301;21;37;530;62;845;0;734;325;820;150;30241;29952;138;184;762;22/09/2012;9;2,89E+15
23/09/2012;563;400;262;300;38;59;2460;62;845;0;789;331;800;110;30167;29744;173;265;775;23/09/2012;9;4,23E+15
24/09/2012;571;470;360;298;51;77;2520;66;849;0;686;461;780;260;29833;29654;173;242;773;24/09/2012;9;1,79E+15
25/09/2012;469;750;385;299;33;51;2900;8;863;0;631;352;910;390;29948;29751;138;196;631;25/09/2012;9;1,97E+16
26/09/2012;470;840;422;300;19;32;3580;131;915;0;542;435;920;690;30043;29806;81;115;542;26/09/2012;9;2,37E+16
27/09/2012;454;830;403;301;16;28;40;133;917;0;605;356;940;440;30146;2992;184;219;605;27/09/2012;9;2,26E+15
28/09/2012;474;710;370;301;13;26;970;134;918;0;645;325;940;290;3022;29942;104;138;791;28/09/2012;9;2,78E+15
29/09/2012;496;620;337;300;13;25;1550;135;919;0;698;328;940;180;30179;29922;104;127;773;29/09/2012;9;2,57E+15
30/09/2012;535;470;315;300;37;58;3290;135;919;0;683;399;750;200;30086;29913;150;207;765;30/09/2012;9;1,73E+16
1/10/2012;507;590;358;300;21;38;820;0;919;0;631;368;830;340;30166;29947;115;138;631;1/10/2012;10;2,19E+15
2/10/2012;575;350;241;298;72;105;2390;0;919;0;749;324;930;110;30029;29571;196;299;749;2/10/2012;10;4,58E+15
3/10/2012;560;320;224;297;77;121;2470;0;919;0;706;324;800;120;30068;29508;242;391;737;3/10/2012;10;5,6E+15
4/10/2012;320;730;241;302;25;45;860;0;919;0;358;276;800;630;30324;30011;81;115;358;4/10/2012;10;3,13E+15
5/10/2012;306;800;251;302;37;57;600;2;921;0;442;269;910;560;30339;30086;173;219;442;5/10/2012;10;2,53E+15
6/10/2012;284;760;213;303;33;56;720;2;921;0;418;244;900;270;30382;30174;173;219;418;6/10/2012;10;2,08E+16
7/10/2012;324;550;157;302;23;41;650;2;921;0;476;140;860;190;30418;29957;115;138;476;7/10/2012;10;4,61E+15
8/10/2012;515;130;21;298;79;121;2410;2;921;0;658;328;350;80;29998;29613;196;288;693;8/10/2012;10;3,85E+16
9/10/2012;422;530;229;298;68;104;580;2;921;0;523;281;860;150;30154;29553;207;299;523;9/10/2012;10;6,01E+15
10/10/2012;439;500;196;301;41;68;2610;2;921;0;703;224;900;120;30262;29845;219;334;728;10/10/2012;10;4,17E+15
11/10/2012;453;530;277;300;32;47;180;2;921;0;674;334;830;190;30188;29811;173;207;765;11/10/2012;10;3,77E+15
12/10/2012;460;620;318;299;33;53;2460;3;922;0;671;309;860;230;30087;29651;184;276;762;12/10/2012;10;4,36E+16
13/10/2012;453;540;293;298;80;124;2570;8;927;0;583;383;810;340;30002;29612;196;334;583;13/10/2012;10;3,9E+16
14/10/2012;491;450;275;301;76;117;2500;8;927;0;577;358;730;280;30164;29966;184;276;577;14/10/2012;10;1,98E+15
15/10/2012;557;300;236;298;119;173;2410;8;927;0;655;483;430;170;29966;29584;253;368;737;15/10/2012;10;3,82E+16
16/10/2012;532;390;270;295;112;169;2420;2;939;0;658;392;860;220;29662;29294;276;414;745;16/10/2012;10;3,68E+16
17/10/2012;395;260;68;297;133;215;2590;2;939;0;450;335;400;150;29913;2943;276;460;450;17/10/2012;10;4,83E+16
18/10/2012;448;230;85;299;108;164;2390;2;939;0;544;344;310;140;29989;29894;242;345;544;18/10/2012;10;9,5E+15
19/10/2012;535;210;136;298;112;161;2370;2;939;0;643;452;290;110;2992;29625;253;357;643;19/10/2012;10;2,95E+15
20/10/2012;553;210;149;296;67;97;2420;2;939;0;673;452;310;130;29743;29419;184;265;718;20/10/2012;10;3,24E+16
21/10/2012;499;290;174;296;35;57;2990;2;939;0;664;324;610;140;29835;29509;173;288;737;21/10/2012;10;3,26E+15
22/10/2012;480;400;204;297;56;86;2340;2;939;0;664;266;790;150;29918;29429;253;334;733;22/10/2012;10;4,89E+16
23/10/2012;540;240;169;295;93;135;2370;2;939;0;626;439;470;120;29653;29382;276;426;626;23/10/2012;10;2,71E+16
24/10/2012;359;720;273;298;35;55;570;21;94;0;457;241;920;460;29997;29624;104;138;457;24/10/2012;10;3,73E+15
25/10/2012;243;850;203;302;20;34;720;4;959;0;325;194;890;710;30349;29999;138;173;325;25/10/2012;10;3,5E+15
26/10/2012;238;720;152;304;29;45;2530;57;976;0;341;156;880;330;30583;30189;173;242;341;26/10/2012;10;3,94E+16
27/10/2012;338;440;138;301;77;119;2450;57;976;0;409;233;640;320;30223;30015;265;391;409;27/10/2012;10;2,08E+15
28/10/2012;441;440;234;300;88;129;2150;57;976;0;539;335;590;320;30107;2985;242;345;539;28/10/2012;10;2,57E+15
29/10/2012;496;400;258;299;85;122;2330;57;976;0;592;427;480;270;30015;29861;207;299;592;29/10/2012;10;1,54E+16
30/10/2012;519;300;212;299;80;117;2440;57;976;0;627;457;380;200;30063;29825;184;253;627;30/10/2012;10;2,38E+16
31/10/2012;504;320;198;300;62;93;2460;57;976;0;640;313;680;160;30084;29848;184;276;640;31/10/2012;10;2,36E+16
1/11/2012;436;410;157;300;50;74;2440;0;975;0;610;254;820;130;30137;2978;207;288;610;1/11/2012;11;3,57E+15
2/11/2012;393;430;172;300;27;44;2510;0;975;0;580;269;710;200;30205;29816;173;265;580;2/11/2012;11;3,89E+16
3/11/2012;394;450;140;301;43;70;2620;0;975;0;572;205;880;120;30327;30005;150;265;572;3/11/2012;11;3,22E+16
4/11/2012;473;300;166;300;83;125;2440;0;975;0;545;441;460;180;30158;29933;196;311;545;4/11/2012;11;2,25E+16
5/11/2012;464;420;231;301;86;122;2400;0;975;0;566;300;760;260;30212;2998;265;311;566;5/11/2012;11;2,32E+16
6/11/2012;502;310;200;300;68;103;2520;0;975;0;619;385;450;180;30133;29943;184;276;619;6/11/2012;11;1,9E+16
7/11/2012;509;230;135;299;64;94;2420;0;975;0;632;372;410;130;3004;29716;184;265;632;7/11/2012;11;3,24E+16
8/11/2012;449;370;179;297;48;71;2850;0;975;0;605;239;770;190;2988;29585;207;276;605;8/11/2012;11;2,95E+16
9/11/2012;458;370;187;295;74;108;2380;0;975;0;601;235;770;180;29718;2926;230;322;601;9/11/2012;11;4,58E+15
10/11/2012;317;580;177;295;66;97;2410;0;975;0;441;152;840;310;29838;29221;253;334;441;10/11/2012;11;6,17E+15
11/11/2012;184;400;-38;301;104;158;2510;0;975;0;264;110;840;190;30298;29839;288;426;264;11/11/2012;11;4,59E+16
12/11/2012;302;240;-32;303;132;187;2420;0;975;0;412;157;360;160;30417;30159;276;414;412;12/11/2012;11;2,58E+16
13/11/2012;354;330;79;302;86;122;2410;0;975;0;428;248;660;160;30287;30092;207;311;428;13/11/2012;11;1,95E+16
14/11/2012;409;290;100;301;83;125;2430;0;975;0;501;254;650;190;30242;29948;242;345;501;14/11/2012;11;2,94E+15
15/11/2012;309;660;201;303;24;40;500;0;975;0;413;169;870;460;30485;3005;104;138;413;15/11/2012;11;4,35E+15
16/11/2012;397;370;109;302;62;89;2370;0;975;0;553;141;890;110;30455;29923;196;288;553;16/11/2012;11;532
17/11/2012;418;470;219;300;82;119;2380;0;975;0;510;244;730;290;3006;29867;253;357;510;17/11/2012;11;1,93E+16
18/11/2012;420;450;214;299;81;117;2410;0;975;0;502;239;790;270;30059;29829;253;368;502;18/11/2012;11;2,3E+16
19/11/2012;424;390;191;301;74;105;2300;0;975;0;506;349;480;270;30211;29959;184;265;506;19/11/2012;11;2,52E+15
20/11/2012;483;250;132;300;92;129;2400;0;975;0;572;402;380;170;30121;29893;196;288;572;20/11/2012;11;2,28E+16
21/11/2012;502;170;69;298;104;148;2340;0;975;0;572;442;230;120;29957;29692;265;345;572;21/11/2012;11;2,65E+16
22/11/2012;426;280;110;300;87;125;2280;0;975;0;521;235;470;160;30392;2969;230;368;521;22/11/2012;11;7,02E+15
23/11/2012;370;320;62;304;79;115;2440;0;975;0;523;131;670;150;30539;30043;219;311;523;23/11/2012;11;4,96E+15
24/11/2012;477;190;71;299;109;160;2370;0;975;0;551;409;270;140;3004;29754;265;357;551;24/11/2012;11;2,86E+15
25/11/2012;434;230;73;298;88;132;2440;0;975;0;539;328;320;120;29866;29594;207;311;539;25/11/2012;11;2,72E+16
26/11/2012;282;600;129;302;49;73;350;0;975;0;396;178;890;120;30414;29788;184;311;396;26/11/2012;11;6,26E+15
27/11/2012;431;140;-36;301;94;136;2140;0;975;0;538;349;220;70;30261;29957;253;403;538;27/11/2012;11;3,04E+15
28/11/2012;448;170;22;300;104;156;2460;0;975;0;521;416;270;100;30117;29847;242;322;521;28/11/2012;11;2,7E+15
29/11/2012;460;310;168;299;96;141;2470;0;975;0;548;423;390;200;2994;29766;242;357;548;29/11/2012;11;1,74E+16
30/11/2012;468;330;183;298;131;184;2410;0;975;0;539;380;470;220;29947;2961;265;357;539;30/11/2012;11;3,37E+16
1/12/2012;463;350;196;298;86;129;2450;0;975;0;541;392;460;250;29915;29624;230;380;541;1/12/2012;12;2,91E+16
2/12/2012;478;230;103;297;111;160;2330;0;975;0;565;339;390;120;29965;29462;276;403;565;2/12/2012;12;5,03E+15
3/12/2012;389;240;19;298;115;168;2460;0;975;0;468;245;630;60;30222;29396;322;495;468;3/12/2012;12;8,26E+15
4/12/2012;410;230;54;302;107;156;2430;0;975;0;496;297;350;150;30414;30035;219;322;496;4/12/2012;12;3,79E+16
5/12/2012;467;370;210;299;103;144;2300;0;975;0;576;360;560;210;30065;2967;230;334;576;5/12/2012;12;3,95E+15
6/12/2012;367;580;225;298;41;63;2530;0;975;0;477;253;780;300;29934;29697;161;242;477;6/12/2012;12;2,37E+16
7/12/2012;329;520;163;298;100;143;2540;0;975;0;397;224;740;350;29944;29649;276;357;397;7/12/2012;12;2,95E+16
8/12/2012;268;520;112;298;76;112;2490;0;975;0;334;152;730;340;30008;29607;230;322;334;8/12/2012;12;4,01E+15
9/12/2012;121;400;-84;303;51;78;2420;0;975;0;213;3;690;230;30523;29992;253;414;213;9/12/2012;12;5,31E+15
10/12/2012;183;430;-12;301;108;161;2450;0;975;0;254;117;710;280;30221;30009;276;391;254;10/12/2012;12;2,12E+16
11/12/2012;217;500;43;300;106;154;2460;0;975;0;321;70;790;270;30197;29812;265;380;321;11/12/2012;12;3,85E+14
12/12/2012;347;330;82;298;121;171;2430;0;975;0;431;272;450;240;29968;29747;299;391;431;12/12/2012;12;2,21E+16
13/12/2012;360;270;44;299;71;104;2400;0;975;0;455;181;540;160;29988;29754;253;368;455;13/12/2012;12;2,34E+15
14/12/2012;276;450;85;298;21;35;3130;0;975;0;438;156;600;270;29972;29507;150;207;438;14/12/2012;12;4,65E+16
15/12/2012;324;450;132;297;81;118;2430;0;975;0;362;227;540;340;29752;29525;196;265;362;15/12/2012;12;2,27E+15
16/12/2012;264;380;37;297;84;130;2500;0;975;0;310;194;510;260;29861;29676;242;368;310;16/12/2012;12;1,85E+16
17/12/2012;294;530;140;297;109;159;2430;0;975;0;358;250;710;350;29786;29588;322;426;358;17/12/2012;12;1,98E+15
18/12/2012;236;800;183;298;12;22;1350;2;977;0;288;184;870;620;29855;29649;81;115;288;18/12/2012;12;2,06E+16
19/12/2012;137;640;27;301;59;88;2730;1;985;0;208;60;850;290;30362;29768;242;368;208;19/12/2012;12;5,94E+15
20/12/2012;257;260;-48;304;143;204;2390;1;985;0;340;133;340;200;30498;30228;357;449;340;20/12/2012;12;2,7E+15
21/12/2012;336;230;-15;302;72;106;2480;12;987;0;446;227;380;140;30319;29993;276;368;446;21/12/2012;12;3,26E+15
22/12/2012;390;130;-91;299;117;166;2410;12;987;0;472;265;250;90;30103;29793;276;368;472;22/12/2012;12;3,1E+15
23/12/2012;338;310;52;299;149;216;2500;12;987;0;385;303;550;100;29975;29745;288;380;385;23/12/2012;12;2,3E+16
24/12/2012;281;570;134;298;71;104;2430;12;987;0;349;131;860;340;29937;29639;242;357;349;24/12/2012;12;2,98E+15
25/12/2012;85;770;26;303;22;32;360;19;994;0;211;-14;820;660;30554;29939;104;115;211;25/12/2012;12;6,15E+15
26/12/2012;191;610;67;300;63;92;2520;19;994;0;368;-33;830;390;3033;29526;219;322;368;26/12/2012;12;8,04E+15
27/12/2012;182;590;52;298;43;67;2940;19;994;0;288;15;830;300;30095;29513;184;253;288;27/12/2012;12;5,82E+15
28/12/2012;154;420;-45;302;96;138;2470;19;994;0;232;7;800;270;30289;30028;230;322;232;28/12/2012;12;2,61E+15
